Current Time,Light Sensor Input,Sound Sensor Input,Start Time
2020-05-11 14:33:28.479775,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:33:32.211676,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:33:32.348910,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:33:32.436877,0,0,2020-05-11 14:32:28.229233
2020-05-11 14:33:34.915171,1,0,2020-05-11 14:32:28.229233
2020-05-11 14:33:35.010234,1,0,2020-05-11 14:32:28.229233
2020-05-11 14:33:37.971662,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:33:38.078349,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:33:41.363643,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:33:41.455069,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:33:45.630313,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:33:45.732273,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:33:45.779718,0,0,2020-05-11 14:32:28.229233
2020-05-11 14:33:48.268284,1,0,2020-05-11 14:32:28.229233
2020-05-11 14:33:48.355338,1,0,2020-05-11 14:32:28.229233
2020-05-11 14:33:51.113001,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:33:51.225153,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:33:57.448967,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:33:57.540064,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:34:02.227642,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:34:02.334799,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:34:02.450637,0,0,2020-05-11 14:32:28.229233
2020-05-11 14:34:04.928656,1,0,2020-05-11 14:32:28.229233
2020-05-11 14:34:05.044720,1,0,2020-05-11 14:32:28.229233
2020-05-11 14:34:08.115552,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:34:08.203462,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:34:11.144899,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:34:11.263511,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:34:14.814221,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:34:14.947536,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:34:14.999609,0,0,2020-05-11 14:32:28.229233
2020-05-11 14:34:17.449730,1,0,2020-05-11 14:32:28.229233
2020-05-11 14:34:21.406189,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:34:21.499703,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:34:24.776851,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:34:24.874804,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:34:28.872904,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:34:28.970959,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:34:29.081120,0,0,2020-05-11 14:32:28.229233
2020-05-11 14:34:31.556983,1,0,2020-05-11 14:32:28.229233
2020-05-11 14:34:31.638034,1,0,2020-05-11 14:32:28.229233
2020-05-11 14:34:35.422173,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:34:35.516275,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:34:38.430191,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:34:38.530248,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:34:42.440912,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:34:42.530419,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:34:42.581686,0,0,2020-05-11 14:32:28.229233
2020-05-11 14:34:45.076118,1,0,2020-05-11 14:32:28.229233
2020-05-11 14:34:45.159403,1,0,2020-05-11 14:32:28.229233
2020-05-11 14:34:48.094188,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:34:48.227976,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:34:51.678221,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:34:51.820622,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:34:56.051527,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:34:56.177132,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:34:56.279007,0,0,2020-05-11 14:32:28.229233
2020-05-11 14:34:58.754501,0,0,2020-05-11 14:32:28.229233
2020-05-11 14:34:58.892496,1,0,2020-05-11 14:32:28.229233
2020-05-11 14:35:01.320881,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:35:01.467634,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:35:04.883525,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:35:04.963477,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:35:08.894216,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:35:09.028469,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:35:09.109575,0,0,2020-05-11 14:32:28.229233
2020-05-11 14:35:11.290972,1,0,2020-05-11 14:32:28.229233
2020-05-11 14:35:16.040785,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:35:16.141449,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:35:21.523492,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:35:21.616543,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:35:25.939480,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:35:26.044858,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:35:26.173599,0,0,2020-05-11 14:32:28.229233
2020-05-11 14:35:28.433939,1,0,2020-05-11 14:32:28.229233
2020-05-11 14:35:31.550249,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:35:31.671306,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:35:34.579493,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:35:34.664945,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:35:39.144814,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:35:39.247626,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:35:39.320799,0,0,2020-05-11 14:32:28.229233
2020-05-11 14:35:41.567043,1,0,2020-05-11 14:32:28.229233
2020-05-11 14:35:41.685800,1,0,2020-05-11 14:32:28.229233
2020-05-11 14:35:44.734103,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:35:44.860015,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:35:47.507449,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:35:47.619125,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:35:52.435431,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:35:52.522591,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:35:52.570700,0,0,2020-05-11 14:32:28.229233
2020-05-11 14:35:54.829184,1,0,2020-05-11 14:32:28.229233
2020-05-11 14:35:54.920698,1,0,2020-05-11 14:32:28.229233
2020-05-11 14:35:57.747450,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:35:57.888110,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:36:00.883423,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:36:00.989057,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:36:05.043437,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:36:05.171852,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:36:05.245856,0,0,2020-05-11 14:32:28.229233
2020-05-11 14:36:07.446428,0,0,2020-05-11 14:32:28.229233
2020-05-11 14:36:07.539164,1,0,2020-05-11 14:32:28.229233
2020-05-11 14:36:10.120770,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:36:10.213751,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:36:13.171449,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:36:13.305724,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:36:17.800759,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:36:17.883329,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:36:17.937387,0,0,2020-05-11 14:32:28.229233
2020-05-11 14:36:20.196305,1,0,2020-05-11 14:32:28.229233
2020-05-11 14:36:20.292866,1,0,2020-05-11 14:32:28.229233
2020-05-11 14:36:22.856756,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:36:22.954802,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:36:25.907481,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:36:26.001787,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:36:30.494167,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:36:30.594266,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:36:30.657054,0,0,2020-05-11 14:32:28.229233
2020-05-11 14:36:32.874784,1,0,2020-05-11 14:32:28.229233
2020-05-11 14:36:35.464823,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:36:35.596390,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:36:38.408926,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:36:38.507928,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:36:42.568825,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:36:42.674442,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:36:42.751661,0,0,2020-05-11 14:32:28.229233
2020-05-11 14:36:44.951595,1,0,2020-05-11 14:32:28.229233
2020-05-11 14:36:45.046148,1,0,2020-05-11 14:32:28.229233
2020-05-11 14:36:47.710184,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:36:47.802545,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:36:50.696821,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:36:50.797105,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:36:55.240839,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:36:55.364599,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:36:55.414458,0,0,2020-05-11 14:32:28.229233
2020-05-11 14:36:57.634650,1,0,2020-05-11 14:32:28.229233
2020-05-11 14:36:57.767444,1,0,2020-05-11 14:32:28.229233
2020-05-11 14:37:00.339506,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:37:00.436531,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:37:03.710239,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:37:03.811278,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:37:07.809939,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:37:07.904186,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:37:08.190051,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:37:08.241527,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:37:08.317155,0,0,2020-05-11 14:32:28.229233
2020-05-11 14:37:10.593850,1,0,2020-05-11 14:32:28.229233
2020-05-11 14:37:10.673072,1,0,2020-05-11 14:32:28.229233
2020-05-11 14:37:13.523537,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:37:13.635030,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:37:16.872840,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:37:16.971368,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:37:21.224858,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:37:21.356348,FALSE,1,2020-05-11 14:32:28.229233
2020-05-11 14:37:21.405552,0,0,2020-05-11 14:32:28.229233
2020-05-11 14:37:23.709175,1,0,2020-05-11 14:32:28.229233
2020-05-11 14:37:23.785123,1,0,2020-05-11 14:32:28.229233
2020-05-11 14:37:26.942219,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:37:27.048603,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:37:29.886187,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:37:29.986191,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:37:34.024859,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:37:34.122666,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:37:34.196768,0,0,2020-05-11 14:32:28.229233
2020-05-11 14:37:36.526119,1,0,2020-05-11 14:32:28.229233
2020-05-11 14:37:36.632460,1,0,2020-05-11 14:32:28.229233
2020-05-11 14:37:39.272899,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:37:39.369778,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:37:42.472882,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:37:42.573732,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:37:46.099553,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:37:46.228073,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:37:46.317215,0,0,2020-05-11 14:32:28.229233
2020-05-11 14:37:48.693818,1,0,2020-05-11 14:32:28.229233
2020-05-11 14:37:48.787651,1,0,2020-05-11 14:32:28.229233
2020-05-11 14:37:51.411548,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:37:51.504139,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:37:54.440906,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:37:54.582191,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:37:58.984902,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:37:59.083459,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:37:59.242501,0,0,2020-05-11 14:32:28.229233
2020-05-11 14:38:01.618838,1,0,2020-05-11 14:32:28.229233
2020-05-11 14:38:01.710019,1,0,2020-05-11 14:32:28.229233
2020-05-11 14:38:04.510249,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:38:04.587008,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:38:07.582254,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:38:07.681188,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:38:11.657086,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:38:11.747258,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:38:11.879038,0,0,2020-05-11 14:32:28.229233
2020-05-11 14:38:14.256099,1,0,2020-05-11 14:32:28.229233
2020-05-11 14:38:14.352373,1,0,2020-05-11 14:32:28.229233
2020-05-11 14:38:16.904945,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:38:17.011905,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:38:20.339563,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:38:20.483035,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:38:25.054236,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:38:25.188856,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:38:25.298556,0,0,2020-05-11 14:32:28.229233
2020-05-11 14:38:27.659149,1,0,2020-05-11 14:32:28.229233
2020-05-11 14:38:27.797152,1,0,2020-05-11 14:32:28.229233
2020-05-11 14:38:30.643598,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:38:30.753734,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:38:33.843626,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:38:33.938776,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:38:37.534298,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:38:37.619126,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:38:37.757824,0,0,2020-05-11 14:32:28.229233
2020-05-11 14:38:40.113511,1,0,2020-05-11 14:32:28.229233
2020-05-11 14:38:40.226409,1,0,2020-05-11 14:32:28.229233
2020-05-11 14:38:43.187597,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:38:43.295964,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:38:46.430263,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:38:46.521786,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:38:50.462276,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:38:50.551410,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:38:50.695665,0,0,2020-05-11 14:32:28.229233
2020-05-11 14:38:53.072362,1,0,2020-05-11 14:32:28.229233
2020-05-11 14:38:53.177915,1,0,2020-05-11 14:32:28.229233
2020-05-11 14:38:56.158288,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:38:56.258963,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:38:59.272964,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:38:59.363517,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:39:02.974968,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:39:03.054635,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:39:03.229906,0,0,2020-05-11 14:32:28.229233
2020-05-11 14:39:05.589595,1,0,2020-05-11 14:32:28.229233
2020-05-11 14:39:05.676489,1,0,2020-05-11 14:32:28.229233
2020-05-11 14:39:08.116334,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:39:08.237010,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:39:11.572320,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:39:11.661351,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:39:15.369648,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:39:15.454904,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:39:15.612782,0,0,2020-05-11 14:32:28.229233
2020-05-11 14:39:17.989867,1,0,2020-05-11 14:32:28.229233
2020-05-11 14:39:18.074513,1,0,2020-05-11 14:32:28.229233
2020-05-11 14:39:20.788328,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:39:20.880176,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:39:24.223038,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:39:24.341534,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:39:28.105713,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:39:28.206443,TRUE,1,2020-05-11 14:32:28.229233
2020-05-11 14:39:33.566300,0,0,2020-05-11 14:32:28.229233
