Current Time,Light Sensor Input,Sound Sensor Input,Start Time
2020-05-11 10:41:34.297804,1,0,2020-05-11 10:31:23.070889
2020-05-11 10:41:36.542918,0,0,2020-05-11 10:31:23.070889
2020-05-11 10:41:38.907083,1,0,2020-05-11 10:31:23.070889
2020-05-11 10:41:41.126079,0,0,2020-05-11 10:31:23.070889
2020-05-11 10:41:43.488421,0,0,2020-05-11 10:31:23.070889
2020-05-11 10:41:43.580377,1,0,2020-05-11 10:31:23.070889
2020-05-11 10:41:45.723710,0,0,2020-05-11 10:31:23.070889
2020-05-11 10:41:48.092566,1,0,2020-05-11 10:31:23.070889
2020-05-11 10:41:48.177777,1,0,2020-05-11 10:31:23.070889
2020-05-11 10:41:50.321090,0,0,2020-05-11 10:31:23.070889
2020-05-11 10:41:52.668235,1,0,2020-05-11 10:31:23.070889
2020-05-11 10:41:52.748092,1,0,2020-05-11 10:31:23.070889
2020-05-11 10:41:54.899512,0,0,2020-05-11 10:31:23.070889
2020-05-11 10:41:57.289212,1,0,2020-05-11 10:31:23.070889
2020-05-11 10:41:59.516507,0,0,2020-05-11 10:31:23.070889
2020-05-11 10:42:01.862823,0,0,2020-05-11 10:31:23.070889
2020-05-11 10:42:01.992608,1,0,2020-05-11 10:31:23.070889
2020-05-11 10:42:04.085990,0,0,2020-05-11 10:31:23.070889
2020-05-11 10:42:06.433174,1,0,2020-05-11 10:31:23.070889
2020-05-11 10:42:08.648536,0,0,2020-05-11 10:31:23.070889
2020-05-11 10:42:10.996201,1,0,2020-05-11 10:31:23.070889
2020-05-11 10:42:13.209848,0,0,2020-05-11 10:31:23.070889
2020-05-11 10:42:15.573177,1,0,2020-05-11 10:31:23.070889
2020-05-11 10:42:15.693325,1,0,2020-05-11 10:31:23.070889
2020-05-11 10:42:17.826772,0,0,2020-05-11 10:31:23.070889
2020-05-11 10:42:20.182046,1,0,2020-05-11 10:31:23.070889
2020-05-11 10:42:20.310241,1,0,2020-05-11 10:31:23.070889
2020-05-11 10:42:22.421969,0,0,2020-05-11 10:31:23.070889
2020-05-11 10:42:23.547522,FALSE,1,2020-05-11 10:31:23.070889
2020-05-11 10:42:23.647941,FALSE,1,2020-05-11 10:31:23.070889
2020-05-11 10:42:24.773559,1,0,2020-05-11 10:31:23.070889
2020-05-11 10:42:27.006669,0,0,2020-05-11 10:31:23.070889
2020-05-11 10:42:29.370720,1,0,2020-05-11 10:31:23.070889
2020-05-11 10:42:31.623661,0,0,2020-05-11 10:31:23.070889
2020-05-11 10:42:33.988062,1,0,2020-05-11 10:31:23.070889
2020-05-11 10:42:36.198969,0,0,2020-05-11 10:31:23.070889
2020-05-11 10:42:38.594572,0,0,2020-05-11 10:31:23.070889
2020-05-11 10:42:38.731519,1,0,2020-05-11 10:31:23.070889
2020-05-11 10:42:40.841311,0,0,2020-05-11 10:31:23.070889
2020-05-11 10:42:43.231099,1,0,2020-05-11 10:31:23.070889
2020-05-11 10:42:45.441640,0,0,2020-05-11 10:31:23.070889
2020-05-11 10:42:47.794613,1,0,2020-05-11 10:31:23.070889
2020-05-11 10:42:50.029843,0,0,2020-05-11 10:31:23.070889
2020-05-11 10:42:52.396454,1,0,2020-05-11 10:31:23.070889
2020-05-11 10:42:52.522267,1,0,2020-05-11 10:31:23.070889
2020-05-11 10:42:54.619333,0,0,2020-05-11 10:31:23.070889
2020-05-11 10:42:56.983757,1,0,2020-05-11 10:31:23.070889
